Movie, count
Die Hard 2,1
Star Trek: The Motion Picture,1
Star Trek VI: The Undiscovered Country,1
Star Trek V: The Final Frontier,1
Star Trek II: The Wrath of Khan,1
Star Trek III: The Search for Spock,1
Star Trek IV: The Voyage Home,1
Batman Returns,1
Young Guns,1
Young Guns II,1
Grease,1
Grease 2,1
Marked for Death,1
Adrenalin: Fear the Rush,1
The Substance of Fire,1
Under Siege,1
Terror in a Texas Town,1
Jaws,1
Jaws 2,1
Jaws 3-D,1
My Fellow Americans,1
Mars Attacks!,1
Citizen Ruth,1
Jerry Maguire,1
Raising Arizona,1
Tin Men,1
Sneakers,1
Bastard Out of Carolina,1
In Love and War,1
Marvin's Room,1
Somebody Is Waiting,1
Ghosts of Mississippi,1
Night Falls on Manhattan,1
Beavis and Butt-Head Do America,1
La Cérémonie,1
Scream,1
The Last of the Mohicans,3
Michael,3
The Evening Star,1
Hamlet,8
Some Mother's Son,1
The Whole Wide World,1
Mother,1
Les voleurs,1
Evita,1
The Portrait of a Lady,1
Walkabout,1
Message to Love: The Isle of Wight Festival,1
Murder at 1600,1
Hearts and Minds,2
Inside,2
Fierce Creatures,1
Zeus & Roxanne,1
Turbulence,1
Angel Baby,2
警察故事4之簡單任務,1
Underworld,3
Beverly Hills Ninja,1
Metro,1
La machine,1
Falling in Love Again,1
The Cement Garden,1
Dante's Peak,1
Meet Wally Sparks,1
Amos & Andrew,1
Benny & Joon,1
Prefontaine,1
A Tickle in the Heart,1
Guantanamera,1
McHale's Navy,1
Kolja,1
Gridlock'd,1
Fire on the Mountain,1
Waiting for Guffman,1
Кавказский пленник,1
The Beautician and the Beast,1
SubUrbia,1
Hotel de Love,1
The Pest,1
Fools Rush In,1
Touch,1
Absolute Power,1
That Darn Cat,1
Vegas Vacation,1
Unforgotten: Twenty-Five Years After Willowbrook,1
That Old Feeling,1
Lost Highway,1
Rosewood,1
Donnie Brasco,1
Salut cousin !,1
Booty Call,1
Rhyme & Reason,1
Boys Life 2,1
City of Industry,1
Best Men,1
Jungle 2 Jungle,1
Kama Sutra - A Tale of Love,1
Private Parts,2
Love Jones,1
The Saint,2
Smilla's Sense of Snow,1
The Van,2
Crash,2
The Daytrippers,1
Liar Liar,1
The Quiet Room,1
Selena,1
The Devil's Own,1
Cats Don't Dance,1
B.A.P.S.,1
Love and Other Catastrophes,1
Turbo: A Power Rangers Movie,1
Anna Karenina,4
Double Team,1
Inventing the Abbotts,1
Anaconda,1
Grosse Pointe Blank,1
Keys to Tulsa,1
Kissed,1
8 Heads in a Duffel Bag,1
Hollow Reed,1
Paradise Road,1
Traveller,1
All Over Me,1
A Brother's Kiss,1
Shekvarebuli kulinaris ataserti retsepti,1
Romy and Michele's High School Reunion,1
Feng yue,1
Volcano,1
Children of the Revolution,1
Austin Powers: International Man of Mystery,1
Breakdown,1
Broken English,2
Commandments,1
Ripe,1
"Truth or Consequences, N.M.",1
The Turning,1
Warriors of Virtue,1
Fathers' Day,1
The Fifth Element,1
Intimate Relations,1
Nowhere,1
Losing Chase,1
Sprung,1
Le bonheur,1
Love! Valour! Compassion!,1
Shall we ダンス?,1
The Second Jungle Book: Mowgli & Baloo,1
Twin Town,1
Addicted to Love,1
Brassed Off,1
The Designated Mourner,1
The Lost World: Jurassic Park,1
Ponette,1
Schizopolis,1
Shiloh,1
The War at Home,2
Rough Magic,1
Trial and Error,1
Buddy,2
Con Air,1
Late Bloomers,2
The Pillow Book,1
En avoir (ou pas),1
Speed 2: Cruise Control,1
Squeeze,1
Sudden Manhattan,1
The Next Step,1
Wedding Bell Blues,1
Batman & Robin,1
Dream with the Fishes,1
Roseanna's Grave,1
Head Above Water,1
Hercules,4
The Last Time I Committed Suicide,1
MURDER and murder,1
My Best Friend's Wedding,1
Tetsuo II: Body Hammer,1
Chacun Cherche Son Chat,1
Le Mépris,1
Face/Off,1
Fall,1
گبه,1
Mondo,1
The Innocent Sleep,1
For Ever Mozart,1
Men in Black,1
Out to Sea,1
Wild America,1
A Simple Wish,1
Contact,1
Love Serenade,1
G.I. Jane,1
Conan the Barbarian,2
George of the Jungle,1
Cop Land,1
Event Horizon,1
Spawn,1
Air Bud,1
Picture Perfect,1
In the Company of Men,1
Free Willy 3: The Rescue,1
Career Girls,1
Conspiracy Theory,1
Desperate Measures,1
Steel,2
She's So Lovely,1
Hoodlum,1
Leave it to Beaver,1
Mimic,1
Money Talks,1
Excess Baggage,1
Kull the Conqueror,1
Air Force One,1
One Eight Seven,1
The Hunt for Red October,1
My Own Private Idaho,1
"Kiss Me, Guido",1
Star Maps,1
In & Out,1
The Edge,2
The Peacemaker,1
L.A. Confidential,1
Seven Years in Tibet,1
Kiss the Girls,1
Soul Food,1
Kicked in the Head,1
Wishmaster,1
A Thousand Acres,1
The Game,1
Fire Down Below,2
U Turn,1
The Locusts,1
The Matchmaker,2
The Assignment,2
A Smile Like Yours,1
Ulee's Gold,1
The Ice Storm,1
Stag,1
Chasing Amy,1
How to Be a Player,1
The Full Monty,1
Indian Summer,2
Mrs Brown,1
I Know What You Did Last Summer,1
The Devil's Advocate,1
RocketMan,1
Playing God,1
The House of Yes,1
"Fast, Cheap & Out of Control",1
Washington Square,1
Telling Lies In America,1
Year of the Horse,1
Gattaca,1
FairyTale: A True Story,1
Phantoms,1
Swept from the Sea,1
Wonderland,3
A Life Less Ordinary,1
Hurricane Streets,1
Eve's Bayou,1
Switchback,1
Gang Related,1
Stripes,1
Nénette et Boni,1
Bean,1
Hugo Pool,1
Mad City,1
One Night Stand,1
The Tango Lesson,1
Welcome to Sarajevo,1
Deceiver,1
The Rainmaker,2
Boogie Nights,1
Witness,1
Incognito,1
Starship Troopers,1
Critical Care,1
The Joy Luck Club,1
Chairman of the Board,1
Sliding Doors,1
Mortal Kombat: Annihilation,1
The Truman Show,1
The Wings of the Dove,1
Mrs. Dalloway,1
"I Love You, I Love You Not",1
Red Corner,1
The Jackal,1
Anastasia,2
The Man Who Knew Too Little,1
Alien: Resurrection,1
Alien Escape,1
Amistad,1
The Apostle,1
Artemisia,1
Bent,1
Bang,1
Les Boys,1
The Butcher Boy,1
Deconstructing Harry,1
Flubber,1
For Richer or Poorer,1
Good Will Hunting,1
Guy,1
Tar,1
Home Alone 3,1
Ill Gotten Gains,1
Man of Her Dreams,1
Midnight in the Garden of Good and Evil,1
MouseHunt,1
Never Met Picasso,1
Office Killer,1
Other Voices Other Rooms,1
Scream 2,1
Stranger in the House,1
The Sweet Hereafter,1
Time Tracers,1
Titanic,3
Tomorrow Never Dies,1
Twisted,3
À Toute vitesse,1
The Education of Little Tree,1
The Postman,1
The Horse Whisperer,1
The Winter Guest,1
Jackie Brown,1
Kundun,1
Mr. Magoo,1
The Big Lebowski,1
Afterglow,1
Ma vie en rose,1
Great Expectations,6
3 Ninjas: High Noon at Mega Mountain,1
Men of Means,1
Caught Up,1
Arguing the World,1
Firestorm,1
Senseless,2
Wag the Dog,1
Dark City,2
The Leading Man,1
Star Kid,1
Hard Rain,1
Half Baked,1
Fallen,4
Shooting Fish,1
The Prophecy II,1
墮落天使,1
"O Que é Isso, Companheiro?",1
Spice World,1
Deep Rising,1
Tainted,1
A Letter from Death Row,1
Music from Another Room,1
Мать и сын,1
The Replacement Killers,1
B. Monkey,1
The Night Flier,1
Blues Brothers 2000,1
Tokyo Fist,1
Ride,2
The Wedding Singer,1
Sphere,1
Ayn Rand: A Sense of Life,1
A Further Gesture,1
Little City,1
Palmetto,1
As Good as It Gets,1
King of New York,1
A Paralyzing Fear: The Story of Polio in America,1
Men with Guns,2
Twilight,2
U.S. Marshals,1
Welcome to Woop Woop,1
Love and Death on Long Island,1
El Callejón de los Milagros,1
In God's Hands,1
Everest,2
Hush,3
Suicide Kings,1
The Man in the Iron Mask,3
The Newton Boys,1
Wild Things,1
Paulie,1
"A Cool, Dry Place",1
はなび,1
Primary Colors,1
"Niagara, Niagara",1
Wide Awake,1
A Price Above Rubies,1
Eden,5
Two Girls and a Guy,1
No Looking Back,1
Storefront Hitchcock,1
The Proposition,2
The Object of My Affection,1
Meet the Deedles,1
Homegrown,1
The Players Club,1
Barney's Great Adventure,1
The Big One,1
Chinese Box,1
Lost in Space,1
Heaven's Burning,1
Mercury Rising,1
The Spanish Prisoner,1
City of Angels,1
The Last Days of Disco,1
The Odd Couple II,1
My Giant,1
He Got Game,1
The Gingerbread Man,1
Illtown,1
Slappy and the Stinkers,1
Carne trémula,1
Zero Effect,1
Nil by Mouth,1
Ratchet,1
The Borrowers,3
Prince Valiant,2
"I Love You, Don't Touch Me!",1
Leather Jacket Love Story,1
Love Walked In,1
"An Alan Smithee Film: Burn, Hollywood, Burn",1
Kissing a Fool,1
Krippendorf's Tribe,1
Kurt & Courtney,1
The Real Blonde,1
一個好人,1
طعم گيلاس,1
Karakter,1
Budbringeren,1
Species II,1
Major League: Back to the Minors,1
Sour Grapes,2
Wild Man Blues,1
The Big Hit,1
Tarzan and the Lost City,1
Black Dog,1
"Dancer, Texas Pop. 81",1
Priyatel Pokoynika,1
Go Now,1
Les Misérables,7
Still Breathing,1
Clockwatchers,1
Deep Impact,1
Little Men,2
Woo,1
The Hanging Garden,1
Lawn Dogs,1
Quest for Camelot,1
Godzilla,2
Bulworth,1
Fear and Loathing in Las Vegas,1
The Opposite of Sex,1
I Got the Hook Up,1
Almost Heroes,1
Hope Floats,1
Insomnia,2
Little Boy Blue,1
The Ugly,1
A Perfect Murder,1
Jenseits der Stille,1
Six Days Seven Nights,1
Can't Hardly Wait,1
Cousin Bette,1
High Art,1
The Land Girls,1
Passion in the Desert,1
بچه‌های آسمان,1
Dear Jesse,1
Dream for an Insomniac,1
Hav Plenty,1
Henry Fool,1
Marie Baie des Anges,1
Mr. Jealousy,1
Mulan,1
Resurrection Man,1
The X Files,1
I Went Down,1
Doctor Dolittle,2
Out of Sight,1
Picnic at Hanging Rock,1
Smoke Signals,1
Viagem ao Princípio do Mundo,1
Buffalo '66,1
Armageddon,1
Lethal Weapon 4,1
Madeline,1
Small Soldiers,1
Pi,1
Whatever,1
There's Something About Mary,1
Plan 9 from Outer Space,1
Wings,1
The Broadway Melody,1
All Quiet on the Western Front,2
Cimarron,2
Grand Hotel,2
Cavalcade,1
Mutiny on the Bounty,2
The Great Ziegfeld,1
The Life of Emile Zola,1
You Can't Take It With You,1
How Green Was My Valley,1
Mrs. Miniver,1
Going My Way,1
The Lost Weekend,1
The Best Years of Our Lives,1
Gentleman's Agreement,1
All the King's Men,2
The Greatest Show on Earth,1
From Here to Eternity,1
On the Waterfront,1
Marty,1
West Side Story,1
Tom Jones,1
A Man for All Seasons,1
In the Heat of the Night,1
Oliver!,1
Midnight Cowboy,1
The French Connection,1
Rocky,1
Kramer vs. Kramer,1
Ordinary People,1
Chariots of Fire,1
Terms of Endearment,1
Out of Africa,1
The Last Emperor,1
Rain Man,1
Driving Miss Daisy,1
Take the Money and Run,1
Klute,1
Repo Man,1
Metropolitan,1
Labyrinth,2
The Breakfast Club,1
A Nightmare on Elm Street Part 2: Freddy's Revenge,1
A Nightmare on Elm Street 3: Dream Warriors,1
A Nightmare on Elm Street 4: The Dream Master,1
A Nightmare on Elm Street 5: The Dream Child,1
Freddy's Dead: The Final Nightmare,1
Friday the 13th,2
Friday the 13th Part 2,1
Friday the 13th Part III,1
Friday the 13th: The Final Chapter,1
Friday the 13th: A New Beginning,1
Friday the 13th Part VI: Jason Lives,1
Friday the 13th Part VII: The New Blood,1
Friday the 13th Part VIII: Jason Takes Manhattan,1
Halloween,3
Halloween II,2
Halloween III: Season of the Witch,1
Halloween 4: The Return of Michael Myers,1
Halloween 5: The Revenge of Michael Myers,1
Prom Night,2
Hello Mary Lou: Prom Night II,1
Prom Night III: The Last Kiss,1
Prom Night IV: Deliver Us from Evil,1
Child's Play,2
Child's Play 2,1
Child's Play 3,1
Poltergeist,2
Poltergeist II: The Other Side,1
Poltergeist III,1
The Exorcist,1
Exorcist II: The Heretic,1
The Exorcist III,1
Lethal Weapon,1
Lethal Weapon 2,1
Lethal Weapon 3,1
Gremlins,1
Gremlins 2: The New Batch,1
The Goonies,1
The Mask of Zorro,1
Polish Wedding,1
"This World, Then the Fireworks",1
Soylent Green,1
Metropolis,2
Back to the Future Part II,1
Back to the Future Part III,1
The Poseidon Adventure,2
Freaky Friday,3
The Absent-Minded Professor,1
The Apple Dumpling Gang Rides Again,1
Babes in Toyland,3
Bambi,1
七人の侍,1
Dangerous Liaisons,1
Dune,1
The Last Temptation of Christ,1
The Godfather: Part III,1
The Rapture,1
Lolita,2
Disturbing Behavior,1
Jane Austen's Mafia!,1
Saving Private Ryan,1
Billy's Hollywood Screen Kiss,1
东宫西宫,1
The Million Dollar Duck,1
The Barefoot Executive,1
The Black Cauldron,1
The Black Hole,4
Blackbeard's Ghost,1
Blank Check,1
Candleshoe,1
The Cat from Outer Space,1
Cheetah,1
The Computer Wore Tennis Shoes,1
Condorman,1
D2: The Mighty Ducks,1
Darby O'Gill and the Little People,1
The Devil and Max Devlin,1
A Far Off Place,1
Flight of the Navigator,1
The Gnome-Mobile,1
The Great Mouse Detective,1
The Happiest Millionaire,1
Herbie Goes Bananas,1
Herbie Goes To Monte Carlo,1
Hocus Pocus,1
Honey I Blew Up the Kid,1
"Honey, I Shrunk the Kids",1
Hot Lead & Cold Feet,1
In Search of the Castaways,1
The Incredible Journey,1
The Negotiator,1
BASEketball,1
Full Tilt Boogie,1
The Governess,1
Le septième ciel,1
Roger & Me,1
The Purple Rose of Cairo,1
Out of the Past,1
Doctor Zhivago,1
Fanny och Alexander,1
The Trip to Bountiful,2
Tender Mercies,1
And the Band Played On,1
The 'Burbs,1
Fandango,1
Il portiere di notte,1
Mephisto,1
Blue Velvet,1
The Journey of Natty Gann,1
Kidnapped,2
Lady and the Tramp,1
The Little Mermaid,1
The Mighty Ducks,1
The Muppet Christmas Carol,1
Newsies,1
One Hundred and One Dalmatians,1
One Magic Christmas,1
Peter Pan,5
Popeye,1
The Rescuers Down Under,1
The Rescuers,1
Return from Witch Mountain,1
The Return of Jafar,1
Return to Oz,1
The Rocketeer,1
The Shaggy D.A.,1
Sleeping Beauty,4
Something Wicked This Way Comes,1
Son of Flubber,1
Song of the South,1
Splash,1
Squanto: A Warrior's Tale,1
Steamboat Willie,1
Tall Tale,1
Tex,1
Tron,1
Swing Kids,1
Halloween: H20,1
L.A. Story,1
The Jerk,1
Dead Men Don't Wear Plaid,1
The Man with Two Brains,1
Grand Canyon,1
Graveyard Shift,3
The Outsiders,1
Indiana Jones and the Temple of Doom,1
The Lord of the Rings,1
Nineteen Eighty-Four,1
The Dead Zone,2
Maximum Overdrive,1
Needful Things,1
Cujo,1
Children of the Corn,2
All Dogs Go to Heaven,1
The Addams Family,1
EverAfter,1
Snake Eyes,1
"First Love, Last Rites",1
Safe Men,1
Die Salzmänner von Tibet,1
Atlantic City,1
Höstsonaten,1
Who's Afraid of Virginia Woolf?,1
Adventures in Babysitting,2
Weird Science,1
Charlotte's Web,2
Watership Down,1
The Secret of NIMH,1
The Dark Crystal,1
An American Tail,1
An American Tail: Fievel Goes West,1
Legend,2
Sixteen Candles,1
Pretty in Pink,1
St. Elmo's Fire,1
The Clan of the Cave Bear,1
House,2
House II: The Second Story,1
The Gods Must Be Crazy,1
The Gods Must Be Crazy II,1
Air Bud: Golden Receiver,1
The Avengers,2
How Stella Got Her Groove Back,1
Slums of Beverly Hills,1
Il testimone dello sposo,1
La femme de chambre du Titanic,1
"Henry II, Portrait of a Serial Killer",1
Henry: Portrait of a Serial Killer,1
Rosemary's Baby,2
The Neverending Story,1
The Neverending Story II: The Next Chapter,1
Attack of the Killer Tomatoes!,1
Surf Nazis Must Die,1
Your Friends & Neighbors,1
Return to Paradise,1
Blade,1
Dance with Me,1
Dead Man on Campus,1
Wrongfully Accused,1
Next Stop Wonderland,1
Strike!,1
The Navigator: A Medieval Odyssey,1
Beetlejuice,1
Déjà Vu,2
Rope,1
Family Plot,1
Frenzy,1
Topaz,1
Torn Curtain,1
Marnie,1
The Wrong Man,2
The Man Who Knew Too Much,2
The Trouble with Harry,1
I Confess,1
Strangers on a Train,1
Stage Fright,2
54,1
I Married a Strange Person!,1
Why Do Fools Fall In Love,1
Keep the Aspidistra Flying,1
Regarde la Mer,1
Willow,1
The Untouchables,1
Dirty Work,1
Knock Off,1
Firelight,1
Modulations,1
Phoenix,3
Under Capricorn,1
The Paradine Case,1
Lifeboat,1
Shadow of a Doubt,1
Saboteur,1
Mr. & Mrs. Smith,2
Suspicion,1
Jamaica Inn,1
The Lady Vanishes,3
Young and Innocent,1
Sabotage,2
Secret Agent,1
Waltzes from Vienna,1
Number Seventeen,1
Rich and Strange,1
The Skin Game,1
Elstree Calling,1
Juno and the Paycock,1
Murder!,1
The Manxman,1
Blackmail,1
Champagne,1
The Farmer's Wife,1
Downhill,2
Easy Virtue,2
The Ring,3
The Lodger: A Story of the London Fog,1
The Pleasure Garden,1
Rounders,1
Cube,1
Digging to China,1
Let's Talk About Sex,1
One Man's Hero,1
Simon Birch,1
Without Limits,1
Pasqualino Settebellezze,1
Travolti da un insolito destino nell'azzurro mare d'agosto,1
My Bodyguard,1
Class,1
"Grandview, U.S.A.",1
Broadcast News,1
The Allnighter,1
Working Girl,1
Stars & Bars,1
Married to the Mob,1
Say Anything...,1
My Blue Heaven,2
Men Don't Leave,1
The Cabinet of Dr. Ramirez,1
Hero,2
Toys,1
Choices,1
Young Doctors in Love,1
Parasite,1
No Small Affair,1
Blame It on Rio,1
Wisdom,1
One Crazy Summer,1
About Last Night...,1
The Seventh Sign,1
We're No Angels,2
Nothing but Trouble,1
The Butcher's Wife,1
Mortal Thoughts,1
A Few Good Men,1
Indecent Proposal,1
Permanent Midnight,1
One True Thing,1
Rush Hour,1
Lilian's Story,1
Six-String Samurai,1
A Soldier's Daughter Never Cries,1
Somewhere in the City,1
Ronin,1
Urban Legend,1
Clay Pigeons,1
Monument Ave.,1
Pecker,1
The Sheltering Sky,1
Bandit Queen,1
If....,1
The Fiendish Plot of Dr. Fu Manchu,1
Them!,1
The Thing,2
The Player,1
Stardust Memories,1
Edward Scissorhands,1
Overnight Delivery,1
Shadrach,1
Antz,1
The Impostors,1
A Night at the Roxbury,1
What Dreams May Come,1
Strangeland,1
The Battle of the Sexes,1
The Producers,2
History of the World: Part I,1
My Cousin Vinny,1
Nashville,1
Love Is the Devil: Study for a Portrait of Francis Bacon,1
Slam,1
Holy Man,1
One Tough Cop,1
Detroit 9000,1
Die Siebtelbauern,1
The Mighty,1
2010,1
Children of a Lesser God,1
The Elephant Man,2
Beloved,1
Bride of Chucky,1
Practical Magic,1
The Alarmist,1
Happiness,2
Reach The Rock,1
Apt Pupil,1
Pleasantville,1
Soldier,2
The Cruise,1
La vita è bella,1
Orgazmo,1
Shattered Image,1
Tales from the Darkside: The Movie,1
Vampires,2
American History X,1
Hands on a Hard Body: The Documentary,1
Living Out Loud,1
Belly,1
Gods and Monsters,1
The Siege,1
The Waterboy,1
Elizabeth,1
Velvet Goldmine,1
I Still Know What You Did Last Summer,1
I'll Be Home for Christmas,1
Meet Joe Black,1
Dancing at Lughnasa,1
Hard Core Logo,1
The Naked Man,1
Runaway Train,1
Desert Bloom,1
The Stepford Wives,2
The Pope of Greenwich Village,1
Sid & Nancy,1
Mona Lisa,1
Heart Condition,1
Le notti di Cabiria,1
The Big Chill,1
Enemy of the State,1
The Rugrats Movie,1
A Bug's Life,1
Celebrity,1
Central do Brasil,1
Savior,1
Waking Ned,1
Festen,1
Pink Flamingos,1
Glen or Glenda,1
ゴジラ,1
Godzilla 1985,1
Kingu Kongu tai Gojira,1
King Kong,3
King Kong Lives,1
Desperately Seeking Susan,1
The Emerald Forest,1
Fletch,1
Fletch Lives,1
Red Sonja,1
Gung Ho,1
The Money Pit,1
A View to a Kill,1
Lifeforce,1
Police Academy,1
Police Academy 2: Their First Assignment,1
Police Academy 3: Back in Training,1
Police Academy 4: Citizens on Patrol,1
Police Academy 5: Assignment Miami Beach,1
Police Academy 6: City Under Siege,1
Babe: Pig in the City,1
Home Fries,1
Ringmaster,1
Very Bad Things,1
Hamam,1
Little Voice,1
A Simple Plan,1
Jack Frost,3
Star Trek: Insurrection,1
The Prince of Egypt,1
Rushmore,1
Shakespeare in Love,1
Mass Appeal,1
Santa Claus: The Movie,1
Prancer,1
Pale Rider,1
Rambo: First Blood Part II,1
First Blood,1
Rambo III,1
The Jewel of the Nile,1
Romancing the Stone,1
Cocoon,1
Cocoon: The Return,1
Rocky II,1
Rocky III,1
Rocky IV,1
Rocky V,1
Clue,1
Young Sherlock Holmes,1
Violets Are Blue,1
Back to School,1
Heartburn,1
Nothing in Common,1
Extremities,1
The Karate Kid,2
"The Karate Kid, Part II",1
"The Karate Kid, Part III",1
National Lampoon's Christmas Vacation,1
You've Got Mail,1
The General,2
The Theory of Flight,1
The Thin Red Line,1
The Faculty,1
Mighty Joe Young,2
Patch Adams,1
Stepmom,1
A Civil Action,1
Down in the Delta,1
Hurlyburly,1
Tea with Mussolini,1
Wilde,1
Outside Ozona,1
Affliction,1
Another Day in Paradise,1
The Hi-Lo Country,1
Hilary and Jackie,1
Playing by Heart,1
24 7: Twenty Four Seven,1
At First Sight,1
In Dreams,1
Varsity Blues,1
Virus,2
The Garbage Pail Kids Movie,1
Howard the Duck,1
The Gate,1
The Gate II: Trespassers,1
The Boy Who Could Fly,1
The Fly,2
The Fly II,1
Running Scared,3
Armed and Dangerous,1
The Texas Chain Saw Massacre,1
The Texas Chainsaw Massacre 2,1
Leatherface: Texas Chainsaw Massacre III,1
Texas Chainsaw Massacre: The Next Generation,1
Ruthless People,1
Trick or Treat,2
Deadly Friend,1
Belizaire the Cajun,1
The Name of the Rose,1
Jumpin' Jack Flash,1
Peggy Sue Got Married,1
Crocodile Dundee,1
Crocodile Dundee II,1
Tough Guys,1
Soul Man,1
The Color of Money,1
52 Pick-Up,1
Heartbreak Ridge,1
Firewalker,1
¡Three Amigos!,1
Gloria,4
Nettoyage à sec,1
My Name Is Joe,1
Still Crazy,1
El día de la bestia,1
Tinseltown,1
She's All That,1
The 24 Hour Woman,1
"Blood, Guts, Bullets and Octane",1
Peeping Tom,1
Spanish Fly,1
Payback,1
Simply Irresistible,1
20 Dates,1
Comedian Harmonists,1
The Last Days,1
La planète sauvage,1
Blast from the Past,1
Message in a Bottle,1
My Favorite Martian,1
"God Said, 'Ha!'",1
Jawbreaker,1
October Sky,1
Office Space,1
سیب,1
200 Cigarettes,1
8MM,1
The Other Sister,1
Breakfast of Champions,1
The Breaks,1
Eight Days a Week,1
Just the Ticket,1
The Long Goodbye,1
Pet Sematary,1
Pet Sematary II,1
Children of the Corn II: The Final Sacrifice,1
Children of the Corn III: Urban Harvest,1
Christine,3
Night Shift,1
House on Haunted Hill,2
Airport,1
Airport 1975,1
Airport '77,1
Rollercoaster,1
The Towering Inferno,1
Alligator,1
Meteor,2
Westworld,1
Logan's Run,1
Planet of the Apes,2
Beneath the Planet of the Apes,1
Battle for the Planet of the Apes,1
Conquest of the Planet of the Apes,1
